Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Fanni Gabor,15-03-2023,"Lunch with old and new recruiter friendsMabel LiangAlexa Zonsius, CDSPTyler DeBoard💚So excited to joinAIR Allies in Recruitingand keep the#sxswenergy going in NYC, Tampa, Austin and beyond.#recruiting#deib#sxsw2023#energy",0.34,0.4681818181818182,0,9,0
Adnan Ahmed,15-03-2023,"Fellow#chatgptenthusiasts, did you know you could have a similar experience on#snapchat?",0.0,0.4,0,0,0
Engati,15-03-2023,"Attention all businesses and organizations!Are you looking for a way to improve your customer engagement and automate your conversations?Look no further than eSenseGPT, our latest generative AI-based model designed for conversational automation.And the best part?You don't need to have any coding skills to use it!With the Engati platform, you can quickly leverage the power of GPT models and accelerate and automate critical business functions without any hassle.Click on the link to know more 👉https://bit.ly/3ZNgePC#business#automation#ai#gpt#chatgpt#gpt#ai#artificialintelligence#ai#generativeai#solutions#technology#tech",0.8198,0.5833333333333334,0,0,0
Bravent,15-03-2023,"[La revolución del lenguaje natural 🤖] El próximo martes 21 asisitiremos a la charla de nuestros compañerosMario López BaratasyAdrián Tomé AlonsoTe esperamos en su charla sobre cómo#OpenAIy#ChatGPThan cambiado la forma de hablar con las máquinas.📌 Nos vemos el martes a las 19:00 en Camino Fuente de la Mora, 9 (Madrid) ¡No te lo pierdas!#Evento#inteligenciaartificial#AI#Charla#GlobalAI",0.4199,0.4,0,2,1 
Austin Belcak,15-03-2023,9 ChatGPT tips to turn more interviews into offers:,0.0,0.25,181 ,"2,009",197 
Carlos L. Guardiola Ortuño,15-03-2023,"¿Qué es la realidad? ¿Cómo distinguirla?No se si habéis leído las meditaciones de Descartes. En la Segunda Meditación, introduce al ""deceptorem aliquem potentissimum"", el Gran Embaucador, que nos puede manipular y engañar y hacer creer que es mentrira cualquier cosa, todo lo que vemos, tocamos y oímos. ¡Ah! Pero no puede hacernos dudar de que pensamos, dice Descartes. Precisamente porque pensamos, sabemos que existimos. Claro, es que el hombre escribía en el siglo XVII y lo de Dios y el Supremo Burlador era trending.Esto viene a cuento por varias ideas que me han coincidido en muy poquito tiempo.- Vuestro feed de linkedin, como el mío, se ha llenado de noticias y comentarios de analistas diciendo cómo Microsoft había hecho Jaque a Google al integrar ChatGPT en Bing. Juada maestra, nadie lo había visto venir, fin de una era, etc.- Estuve probando el nuevo Bing integrado con ChatGPT. ¡BING! Creo que sólo lo he abierto 2 o 3 veces para comparar resultados de búsqueda con Google. ¡BING! Que según los de statista era el 8.85% de las búsquedas- Estuve en una charla que dioChema AlonsoenIronhacken la que nos contó cómo se lo están currando en el equipo para detectar real time deep fakes, porque a día de hoy ya se puede crear agentes virtuales o suplantar identidades en tus daily calls.- He visto pasar un tuit deSantiago Valdarramaen el que comparte un script de 80 líneas de código que puedes usar para crear imágenes fake indistinguibles de la realidad- Y sale el nuevo Chat-GPT4Tengo la sensación de que estamos metidos en un túnel en el que la tecnología cada vez nos da menos opciones.""¿Menos opciones? Éste está gilipo11as. ¡Si es precisamente lo contrario!""Pues no. Menos opciones. Comparad los resultados del Google Actual, con los del Bing con AI. Yo veo menos opciones. Menos capacidad de elegir. Menos diversidad y menos fuentes.Google se inventó el SEO, de acuerdo. Nadie sabe con exactitud cómo se ordenan las respuestas. OK. Pero sabemos que hay ciertas técnicas que las empresas aplican para conseguir que sus resultados sean relevantes. El algoritmo sólo ordena. Otra gente paga por salir. OK. Y sabemos que nadie va a la página 2.Mirad cómo es Google hoy. ¿No os recuerda al Yahoo de los 90? Opciones y capacidad de elegir.Ahora mirad el Bing, todo IA/algoritmo. Mirad las fuentes y las opciones.¿Quién elige lo que vas a encontrar? ¿Quién decide qué fuentes son relevantes para entrenar el modelo que te va a dar la Respuesta Única?Desde luego, el equipo de Ética de Microsoft no va a ser.https://lnkd.in/djkvn2BQVolvamos a 1641 y al Deceptorem. A pensar qué pasaría si una empresa privada con intereses económicos, una potencia o un partido con intereses políticos... eligiesen qué realidad vamos a ver. ¿Pueden hacerlo? ¿Cómo lo detectarías?PS- ¿En qué momento ""Meditar"" dejó de ser lo que hacían Marco Aurelio o Descartes?PS2- ¿Cómo que por qué organizo tertulias filosóficas?",-0.5365,0.4,0,0,0
Laravel News,15-03-2023,Create emoticon generator in Laravel with ChatGPT API.,0.2732,0.0,1 ,376,56 
Dr. Volker Meise,15-03-2023,"""Disruptive"", ""insane"", ""mindblowing"" - immer, wenn neue Technologie so beschrieben wird, bin ich skeptisch. Nicht so bei#GTP-4 , der neuen Version des KI-Modells u.a. hinter#ChatGPT- denn die Auswirkungen sind kaum zu überschätzen. Hier die wichtigsten Fakten, warum.💪 Mehr Parameter: GPT-4 kann noch mehr Daten verarbeiten und komplexere Texte generieren als GPT-3, denn GPT-4 hat 170 Billionen Parameter im Vergleich zu 175 Milliarden von GPT-3.💪 Größere Trainingsmenge: GPT-4 wurde mit 45 GB Trainingsdaten angelernt, während bei GPT-3 nur 17 GB verwendet wurden. Dadurch hat GPT-4 hat mehr Wissen, versteht Kontext besser und macht weniger Fehler.💪 Bilder als Input: GPT-4 akzeptiert Bilder als Eingabe, versteht deren Inhalt und kann daraus Beschriftungen, Klassifizierungen und Analysen erzeugen (""multimodal"").Insgesamt ist GPT-4 in der Lage, Texte mit größerer Kohärenz und Natürlichkeit zu erzeugen als GPT-3. Es kann Aufgaben erledigen, die Textverständnis und Zusammenhänge erfordern - wie z.B. Zusammenfassungen. Und das war schon beim alten ChatGPT beeindruckend zu erleben.Die Auswirkungen werden weitreichend sein:⭐ Beratung und Forschung reloaded: Schon jetzt ist GPT-4 beeindruckend gut darin, komplexe Zusammenhänge zu verstehen und neu zu sortieren, etwa die Zusammensetzung von Medikamenten zu erkennen und Alternativen vorzuschlagen. Wird es mit Spezialdaten trainiert (bspw. allen wissenschaftlichen Artikeln eines Fachgebietes), können in kürzester Zeit Analysen erstellt werden, die früher aufgrund des Aufwands sehr lange gedauert haben oder gar nicht erst in Angriff genommen wurden.⭐ Call-Center werden den Weg der Zeitungen gehen: Sie werden komplett digital oder zur Nische, denn die Mensch-Maschine Kommunikation springt auf ein neues Level. Bisher musste man bei Chatbots mögliche Antworten der Nutzer:innen voraussehen, um sinnvolle Antworten bereitzuhalten. GPT-4 versteht auch komplexe Fragen und erzeugt realistische Antworten - die dann als Text oder (KI-generiert) in natürlicher Sprache ausgegeben werden.⭐ Wir werden unseren Augen nicht mehr trauen können: KI-basierte Dienste wie DALL-E, Midjourney oder Stable Diffusion sind bereits jetzt extrem gut in der Erzeugung von realistischen Fotos auf der Basis von Textbeschreibungen. Mit realen Fotos trainiert, können neue Bilder einer Person mit beliebigen Gesichtsausdrücken in frei wählbarer Umgebung generiert werden. Kleiner Nebeneffekt: Stockfoto-Portale werden überflüssig.⭐ Alte Fähigkeiten werden wertlos, neue Fertigkeiten sind gefragt: Einfache Texte schreiben oder simplen Programmcode erstellen? Das kann die Maschine ab jetzt besser und schneller. In Zukunft braucht es Fähigkeiten, die KI-Tools so zu steuern, dass das gewünschte Ergebnis herauskommt (""prompt engineering"").Kurz: ""Mindblowing"". Und ich bin mir sicher, dass noch längst nicht alles ist. Da kommt noch mehr.https://lnkd.in/emttWY-J#GPT4#ChatGPT#KI#AI#Disruption#digitaleTransformation",-0.9904,0.5,0,0,0
Hays,15-03-2023,"👨‍💻 ChatGPT – an artificial intelligence programme with the capability to pass law exams, write code, and even compose poetry – has taken the world by storm since its launch at the end of 2022.The tool, developed byOpenAI, has many considering what the future holds for the world of work – especially as its capabilities are so human-like, it’s often nearly impossible to detect when it has been used to produce a piece of content.So, we decided to put it to the test. We tasked ChatGPT and a copywriter to concisely explain how to impress at a job interview – and the results are surprisingly similar.🤔 The question is, can YOU detect which answer was written by the AI programme? Leave your answer in the comments below, and we’ll reveal the correct option later today.Want to learn more about how ChatGPT could impact the world of work? Take a look atTim Olsen's blog 👉https://lnkd.in/eCKPaws2#ChatGPT#artificialintelligence#ai",0.8105,0.5525,5 ,23,16 
Mayo Oshin,15-03-2023,GPT-4 scanned the entire frontend codebase of my @LangChainAIchatbot app for bugs and errors.Here's what I noticed and how it compares to previous models...- Response speed is slower than ChatGPT api.- Context window to generate a response is much bigger.- More accurate than previous models- Less variation of output (I tested the prompt 3 times)- Remembers chat conversations (tested 20 chains of back and forth conversation)#openai#gpt4#chatgpt#business#nextjs#reactjs#javascript,0.0,0.33229166666666665,0,0,0
Anjar Fathurrohman,15-03-2023,bagaimana kalo semua hal bisa dilakukan ChatGPT ya,0.0,0.0,0,0,0
The Hans India,15-03-2023,"OpenAI introduced the successor to#chatgpt, GPT-4, and has passed several significant tests. Read on to find out how to access the newly released#chatgpt4.AuthorKahekashan -#chatgptai#chatgptexplained",0.4019,0.4431818181818182,0,0,0
Marcelo Agustin Lopez Ramallo,15-03-2023,"Hola Red! Hoy les vengo a traer un Clon de#ChatGPT! Utilice tecnologías que estoy mejorando como#NextJs13, y#Typescript, y además utilice#Firebaseen modo Admin para poder cargar las respuestas de la API(Open API) que me trae como respuesta en cada consulta, para los estilos implemente#TailwindCss. La Api que utilice fue#OpenAI.Queria recordarles tambien que actualmente me encuentro en#búsqueda#laboralcomo desarrollador frontend, agradezco infinitamente difusión.Link:https://lnkd.in/dQXg7T5zRepo:https://lnkd.in/daQ6_WEaPortfolio:https://lnkd.in/dyPH7SBd#frontendengineer#reactdeveloper#nextjs#javascript#desarrolloweb#opentowork",0.0,0.0,0,0,0
Amir Ajrab,15-03-2023,"Yes, NVIDIA is behind powering the world’s most powerful LLMs for OpenAI's ChatGPT and Azure Open AI Service.",0.6997,0.675,0,0,0
Revalino Sandoval,15-03-2023,"Learn how ""today’s unveiling of new#AItools is part of Google’s larger mission to become a market leader in artificial intelligence,"" via CRN ↓#generativeAI#largelanguagemodels",0.0,0.75,0,0,0
Franco Rinaldi,15-03-2023,"Integration between Power BI and ChatGPT using Power AutomateTalking about AI future, one of the most amazing tools has appeared in the last time is ChatGPT. Now, the people involved in the BI world, always wants to integrate BI apps with other apps.So is here, where I started to investigate how we can integrate Power BI with ChatGPT. I could, using Power Automate Flow, integrate them. Basically, power bi connects to chatgpt API through power automate and using a prompt you can ask whatever you want. Then, the response can be sent to some datasource, for example i sent the response to azure blob storage. It creates a txt file with the answer. The last step is to connect Power BI with azure blob storage to get this response inside the report.Below is the flow with the prompt and the answer.Go ahead improving it.",0.8516,0.30476190476190473,0,0,0
Genbeta,15-03-2023,Un gran problema de ChatGPT es que afirma cosas sin decirte cuál es la fuente. Pero eso puede solucionarse,-0.5574,0.0,0,0,1 
Proud Commerce GmbH,15-03-2023,eCommerce Forum Franken | Mattermost-Bot für Geburtstage | Holiwork Madeira | PHP8 Warnings (OXID) | OXID eShop meets ChatGPT |https://lnkd.in/ecfYZSHt#proudcommerce#newsstream,-0.296,0.0,0,0,0
Cambridge University Press & Assessment,15-03-2023,"""It’s obvious that tools like ChatGPT cannot and should not be treated as authors. We want our new policy to help the thousands of researchers we publish each year, and their many readers."" -Mandy Hill, Managing Director,Cambridge University Press – AcademicNew Cambridge guidelines will help researchers use generative artificial intelligence tools like#ChatGPT, while upholding academic standards around transparency, plagiarism, accuracy and originality.The rules are set out in the first#AIethics policy from Cambridge University Press and apply to research papers, books and other scholarly works.The move provides clarity to academics amid concerns about flawed or misleading use of powerful large language models like ChatGPT in research, alongside excitement about its potential.➡️ Learn more about the new policy:http://ow.ly/6Imi50NhwP4#AcademicPublishing#PublishingEthics#ArtificialIntelligence#ResearchPublishing#WeAreCambridge",0.9571,0.5193329397874853,6 ,346,60 
Pape-Lamine Cissé,15-03-2023,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",0.34,0.48484848484848486,0,0,0
Tria,15-03-2023,"New ChatGPT version arrived today! Have you already adopted ChatGPT in your company? 🚀As a forward-thinking software development company, we’re always on the lookout for the latest advancements in technology that can help us deliver high-quality projects to our clients.And while we firmly believe that AI will never replace our talented developers because human ingenuity is irreplaceable, we’re confident that ChatGPT can enhance several processes in the long term. That’s why we adopted this solution, and we encourage our employees to use it. 🤗Many companies have limited or even forbidden the use of ChatGPT across their workforce, that’s why we asked our CEODavorfor his thoughts on the matter. 👇Davor emphasized that embracing ChatGPT can significantly boost the speed and development of the industry. As OpenAI and other organizations continue to improve language models like ChatGPT, it's crucial for us to adopt this new technology sooner rather than later, so we can stay ahead of the curve and respond effectively to the changes the future will bring.Davor also highlighted the importance of using AI responsibly. He encourages our developers to leverage ChatGPT as a complementary tool to their skills, as long as they understand the end result and its implications.“By striking the right balance between human expertise and AI-driven innovation, we can rapidly enhance our understanding of development, while maintaining a strong foundation in our core skills and knowledge.”We also asked our colleagues for feedback on their experience with ChatGPT, and we have to admit that the responses have been quite diverse. 👀While some team members have found it extremely helpful in answering their questions because it gives us the ability to solve our specific cases rather than googling some general examples, others remain unimpressed with given results.And of course, there are those who have playfully attempted to outsmart ChatGPT. They're tossing all sorts of wild questions, twisty tongue-twisters, and goofy riddles at it, just to see if they can trip up the AI. But that's a natural thing to do. And it brings so much laughter to our office. 😂And even though ChatGPT sometimes totally nails it, leaving our pranksters scratching their heads, other times the AI gets all tangled up and can't quite figure things out.We believe this is a great reminder that AI might be super advanced, but it's still got some catching up to do when it comes to our quirky human brains. 🤓#chatgpt#artificialintelligence#softwaredevelopment#Tria",0.991,0.5363782613782615,0,0,0
Sulaiman Korman,15-03-2023,"OpenAI just released GPT-4, the newest version of the viral chatbot ChatGPT. And it's out of this world 🤯",0.0,0.0,0,0,0
The Innovation and Value Initiative (IVI),15-03-2023,"What did IVI’s Chief Strategy and Engagement Officer, Jennifer Bright MPA, learn about health technology assessment (HTA) from ChatGPT, an artificial intelligence chatbot? Click HERE to find out:http://ow.ly/13AJ50Nima6#healthequity#economicimpact#patientengagement#patientcentricity",0.8402,0.8999999999999999,0,0,1 
Namgay Zam,15-03-2023,nan,0.0,0.0,0,0,0
Thomas Wolf,15-03-2023,"Mind blowing demo by Microsoft Research Asia of a ""visual"" ChatGPT, connecting ChatGPT with more than a dozen of open-source visual/captioning foundation models.I'm so proud this work builds on top of so many open-source libraries we created to give easy access to AI image, text, videos, audio models (diffusers, transformers, timm, gradio, accelerate)An amazing example of the power of an open community to catalyze novel applications - connecting both closed and open sourced models to accelerate AI applications.Check it out here:https://lnkd.in/dTFiviMU#ai#opensource#chatgpt#fondationmodels",0.9412,0.5333333333333333,27 ,"1,515",118 
Christopher Brett 👨‍💻,15-03-2023,Alphabet Stocks plummet following $100 Billion mistake by its ChatGPT rival Bard in its Debut Ad!,-0.4003,0.1,0,0,0
Anita Walkowska,15-03-2023,"Hello LinkedIn Community,I recently introduced my friend to#ChatGPT. I'm sure, I will never forget the emotions that covered her face when she ask it to write a blog for a very specific topic! I explained what AI prompts mean and how to use them to get the best results 😃I can't imagine how much time this will save her, and now that ChatGPT4 is on its way, the result could be even more satisfying!A mother of two, managing a house and a dog on daily basis, at the same time working from home... I am very happy that she can use ChatGPT to support her small business.The time and money saved can be spent on family, pleasure, and self-training...Using AI on a regular basis can be incredibly helpful, save time, and improve our lives. AI technologies like ChatGPT4 can help us in many ways, from simplifying our daily tasks, and expanding our knowledge and imagination, to enabling us to do our jobs better.By leveraging the power of AI, we can optimise our workflows, reduce human error, and focus on tasks that require our attention and creativity.At the same time, I would like to draw your attention to my motto: ""People offer software"".Let's not forget that while#AIcan enhance our lives and make things easier, it is still people who create, manage and operate these systems. The human touch is still very much necessary to ensure that AI is used ethically and responsibly.As the world continues to become increasingly digital, AI technologies like#ChatGPT4will become more important than ever.Let's embrace the potential that AI has to offer, while also recognising the critical role that people play in bringing these technologies to life.Thank you, and let's keep innovating!P.S. If you would like to learn how to use ChatGPT,#howtowritepromptsor need any other#digital#trainingget in touch! I'd be happy to help!#smallbusiness#workingfromhome#ai#chatgpt#AIprompts#writingprompts",0.996,0.4561411839189617,0,0,0
The Really Helpful Marketing Company,15-03-2023,"Let’s talk about Chat GPT. After all, we are marketers in 2023.There’s been a lot of buzz lately about Chat GPT and the future of ai in general.Could it seriously replace writers, advertisers, artists…?Well, we decided to put Chat GPT’s copywriting credentials to the test...https://lnkd.in/e4Kn2QHS#chatgpt#ai#copywriters#marketing",-0.1779,0.46388888888888885,0,0,0
Spencer Taylor,15-03-2023,"#chatgptsuccessor#GPT4launches this week with multimodal support for images, videos, snd audio",0.4019,0.0,0,0,0
Coinspeaker,15-03-2023,Google Launches API for AI language Model PaLM Challenging ChatGPT-3,0.1531,1.0,0,0,0
Dmitry Khanin,15-03-2023,"GPT-4 AI Model, the successor of GPT-3 (ChatGPT):🟢 passes simulated exams with a score around the top 10% of test takers;🟢 points to security vulnerabilities in Ethereum smart contracts & outlines how the code might be exploited;🟢 transcribes hand-drawn websites on a piece of paper into code.If you are doing any work that is repeatable and based on ""know-how"" descriptions available on the web, I'd highly recommend exploring#GPTand other#AIimplementations now. Otherwise, some of your competitors will do that and take the market.#gpt3#gpt4#work",0.8399,0.5207142857142857,0,0,0
Proclama SPA tra commercialisti e consulenti del lavoro,15-03-2023,In questo videoRosario Emmici spiega come creare un chatbot utilizzandoSlackeChatGPT AI.Buona visione!#video#ai#intelligenzaartificiale#commercialisti#commercialista#consulentidellavoro,0.0,0.0,0,0,0
"Bruce Porter, Jr.",15-03-2023,Holy#Chatgpt4#chatgpt@seanellul#aibc,0.0,0.0,0,0,0
A.P. Moller - Maersk,15-03-2023,"How is Maersk using ChatGPT?We are investigating ways to use and invest in AI technology like ChatGPT to help improve lives for all responsibly🌍“We are currently using this generative AI technology onMaersk.comto auto-generate FAQs and improve accuracy of search queries to increase traffic to the website. In the future, we also see great potential for software code generation or super intelligent ChatBots with language translation to help our customers.""Holly Landry, Chief Data Officer.Learn more about the topic, the up and downside, our Generative AI (ChatGPT) policy and what is next here 👉https://lnkd.in/ejdsyFn4#Maersk#AI#ChatGBT#technology#openai",0.975,0.5427083333333333,3 ,249,11 
Andrea Gaggioli,15-03-2023,nan,0.0,0.0,0,0,0
Sven Zimmermann,15-03-2023,"Nutzt Ihr auch schon ChatGPT?Die KI ist gerade in aller Munde und hilft mir z.B. bei Gute-Nacht-Geschichten für meine Tochter. Mit unserem ExpertenAndrija Vuksanovic, Geschäftsführer vonTitanom Technologies, haben wir in der neuen Podcast-Folge ""Mach doch mal ChatGPT"" von TALK LIKE BLU über den Hype gesprochen und uns erklären lassen, wie genau diese Technologie funktioniert und welche Möglichkeiten sie uns eröffnet. Die Folge könnt Ihr hier auf Spotify anhören:https://lnkd.in/eWF_MCtA#talklikeblu#podcast",-0.1697,0.0,0,0,0
Viral Shah,15-03-2023,"How to Use ChatGPT ?As we are aware that Chat Generative Pre Trained Transformer is launched by OpenAI under which various features are available. In this application, you can chat with AI and then ask basic to advanced questions. After this, the AI Researches on the Internet and then shows the accurate answers to your question. Now the most common Question on people is How to Use ChatGPT? So we are here with an answer to your question using which you can operate this Artificial Intelligence Portal. The Biggest Player in the Internet World known as Google is in most danger with the launch of ChatGPT because of the speed and reliability of the answer which it provides. Recently, many competitive examinations have been passed by this Chat GPT and now it is in the learning phase to increase its knowledge. Make sure you know the complete process to use it otherwise you cannot make the best use of this application.#google#learning#artificialintelligence#ai#people#chatgpt#gpt",0.4937,0.5069444444444444,0,0,0
Rene Robichaud,15-03-2023,"GPT-4 : L'IA devient plus intelligente, plus sûre et plus visuelle, assure OpenAITechnologie : La technologie d'IA la plus en vogue, GPT d'OpenAI, a bénéficié mardi d'une importante mise à jour qui est désormais disponible dans la version premium du chatbot ChatGPT.https://lnkd.in/e7-qFXiV#Infosec#Secinfo#Security#CeptBiro#Cybersecurity#GPT4#IA#OpenAI",0.34,0.0,0,0,0
Sapan Patel,15-03-2023,OpenAI CookbookThe OpenAI Cookbook shares example code for accomplishing common tasks with the OpenAI API.https://lnkd.in/gmhSyqmM#machinelearning#deeplearning#ai#llm#gpt4#chatgpt#ml#artificialintelliegence,0.296,0.5,0,0,0
Paul Lawrence,15-03-2023,"Salesforce announced yesterday that they'd be integrating#ChatGPTinto its collaborative software Slack; helping users by generating email drafts, account information and more.Microsoft are making a similar move, working with#OpenAItechnology to generate meeting notes, and suggesting email replies, on its product Teams.Interesting read this:https://lnkd.in/ehJHvvZj",0.296,0.4,0,1,1 
eyecan.ai,15-03-2023,"Eyecan presents itself, part 2!Today it'sFederico Domeniconi's turn, our first research fellow (2020) and now full-time ai/vision engineer. It's also thanks to him that we moved out of our garage, especially thanks to his superpower (see the description)!Collect them all! 😈 →https://www.eyecan.ai/team#diffusionmodelavatar and#chatgptdescription",0.7701,0.3111111111111111,0,0,0
Hussein Amer,15-03-2023,Hello!#chatgpt#AI,0.0,0.0,0,0,0
Jeremy Brower,15-03-2023,nan,0.0,0.0,0,0,0
ChatGPT & AI Usecases,15-03-2023,"ChatGPT can 10x your search rankings & conversions...If you know how to use it correctly.We built a massive list of 50+ SEO prompts you can start using right now and save hours of work.To get it:1. Like2. Repost3. Comment ""SEO""I'll DM you the link for FREE.(Must be following us)#chatgpt#openai#gpt3#seo#free#ai#website",0.4939,0.5452380952380952,3 ,7,3 
Marco Spies,15-03-2023,"Our Director Conversational AI,Paul Krizsanhas written a short intro on ChatGPT and Conversation Design. Seems like a good day to share a day afterCognigys Summit and the release of#GPT-4...#share#ai#design#chatbots",0.765,0.45000000000000007,0,1,0
Kevin Wong,15-03-2023,AI is simply 🤯WithOpenAIrecently announcing GPT-4 andGooglebringing generative AI acrossGoogle Workspace. Very excited to try these out in the near future.https://lnkd.in/ewJmTTdc#ai#future#google#openai#chatgpt,0.4005,0.5773809523809524,0,0,0
Bassel Jalaleddine,15-03-2023,"🚨 One of the amazing features of#GPT-4 is its ability to generate website code from hand-drawn website designs.📝 Simply draw a website on a piece of paper, share it with GPT-4, and voila! ✅💬 ""This is all just potential. You can see lots of different applications. We, ourselves, are still figuring out new ways to use this.""~Greg, Co-founder of OpenAI💭 What applications do you have in mind?#openai#gpt4#chatgpt#ai",0.8221,0.6623376623376623,0,0,0
maryam cheraghy,15-03-2023,nan,0.0,0.0,0,1,0
Fernando Boaglio,15-03-2023,"Ontem aOpenAIfez uma demonstração do GPT-4 (link nos comentários), a nova versão do famoso GTP-3, agora suportando muito mais texto de entrada e com a capacidade de analisar imagens.Foi tirada uma foto de um protótipo e o ChatGPT transformou em código HTML/CSS/JS. 👀 As possibilidades são enormes...Cada vez mais o ChatGPT vira uma ferramenta poderosa, não acho que vai tirar emprego das pessoas, mas com certeza será um diferencial nas futuras contratações de quem sabe ou não sabe usar!#openai#chatgpt",0.0,0.0,1 ,0,0
Lucky Lakhwinder,15-03-2023,How does GPT-4 work and how can you start using it in ChatGPT?,0.0,0.0,0,0,0
Noor Farjad,15-03-2023,What am I missingOpenAI🧐#gpt4#gpt3#chatgpt,0.0,0.0,0,0,0
Uživo 24,15-03-2023,Hoće li ChatGPT zameniti IT stručnjake? Evo šta kažu programerihttps://lnkd.in/dUsxRe8W#uzivo24,0.0,0.0,0,0,0
Team Guru,15-03-2023,Is ChatGPT a fad or is it here to stay? Get timely advice from Adolfo Marquez on how to best use ChatGPT in your content and marketing.#chatgpt,0.7269,0.3,0,0,0
Baljeet Singh,15-03-2023,#machinelearning#ai#artificialintelligence#chatgpt#openai,0.0,0.0,0,0,0
Zarp Labs,15-03-2023,Latest in global tech news:Undergoing discussion: Greater collaboration on 5G and telco stacks.#zarplabs#telecom#telecomnews#news#industrynews#chatgpt#openai#mirosoft#security#privacy#artificialintelligence,0.3612,0.4666666666666666,0,0,1 
Gadi Evron,15-03-2023,Dozens of CISOs I spoke with this month are writing enterprise policies on Generative AI/ChatGPT NOW.Is this threat immediate? Are you writing a policy? What should it include?Working on this recently.#ai#chatgpt#cyber#ciso#enterprisesecurity,-0.6747,0.0,0,0,0
Thomas P. Valenti,15-03-2023,"While ChatGPT could score in the 10th percentile on the standard bar exam taken by lawyers, OpenAI says GPT-4 can score in the 90th percentile. GPT-4 is also able to pass most AP exams, OpenAI said.The new version can accept and generate longer entries — up to 25,000 words. It can also generate captions and other information using an image as a starting point.#chatgpt#chatgpt-4#artificialintelligence",0.3818,0.34242424242424246,0,0,0
The Himalayan Writing Retreat,15-03-2023,"Three days withSumit Bansalare always an inspiration.He reveals a whole new world of possibilities that we didn't know exist - ways to get your brand visible online and also to make money.This time, a lot of the talk was around ChatGPT, and how we can use it to our advantage.Can't wait for next year.BlogchatterSmita Das Jain#TheHimalayanWritingRetreat#blogging#masterclass#bloggingcommunity#writing#writingcommunity#chatgpt",0.0,0.28484848484848485,0,1,1 
Jonathan Miller,15-03-2023,Hot topic alert!https://lnkd.in/evXdeE8p#chatgpt,0.0,0.8500000000000001,0,0,0
Bhagirath Kumar Lader 🇮🇳⛪️🕊️🎄🧡⚖️🔭🧬🧪🔬,15-03-2023,Microsoftspent millions to put together a supercomputer forOpenAIhttps://lnkd.in/dY8pzpdN#microsoft#GPT4#llms#chatgpt#chatgpt3#generativeai#artificialintelligence#ai#deeplearning#engineering#gpucomputing#gpu#cloud#azurecloud,0.0,0.0,0,1,0
KPMG Fintech & Digital Finance Hub,15-03-2023,"🚨🆕ChatGPT 4.0 GELDİ!!ChatGPT 30 Kasım 2022’de piyasaya sürülmüş ve yüksek popülerlik kazanmış, OpenAI tarafından geliştirilen diyalog temelli bir yapay zekâ sohbet robotudur.ChatGPT 3.5 birçok alanda bizlere kolay ve hızlı içerikler hazırlayarak hem işlerimizi kolaylaştırıp hem de öğretici bilgiler sunmaktadır fakat Eylül 2021'den sonraki bilgilere sahip değil bu sebeple bazen basit hatalar yapabiliyor.➡️ ChatGPT 4.0 Neleri Değiştirecek?📌GPT-4, görsel, video ve metin girişlerini kabul edebilen ve metin çıktıları oluşturabilen daha detaylı bir model sunmaktadır.📌Metin ya da görüntü eklenebilmektedir. Böylece hem metinlere dayalı hem de görsellere dayalı içerikler oluşturulmasına imkan tanımaktadır.📌Görselleri girdi olarak kabul etmesi ile başlıklar, sınıflandırmalar ve analizler oluşturma yeteneği ön plana çıkmaktadır. Bu özellik sayesinde yeni yapay zeka uygulamalarının ortaya çıkmasına ya da gelişim göstermesine tanık olabiliriz.📌Dakikalar içerisinde kitap ve dergi yazabilmenizi sağlamaktadır.📌Görsel arama ve katalog oluşturma amaçları ile kullanılabilmektedir.📌Sizlere çok kısa bir sürede sözleşmeler hazırlayabilmektedir..📌Bir görselde yer alan nesneleri ve içerikleri tanımlayabilir. Görüntüleri girdi olarak kabul edebilir ve alt yazılar, sınıflandırmalar ve analizler oluşturabilir. Önceki modele göre genel bilgisini daha kapsamlı duruma getirmiştir.📌Metinlerinizi bir tablo şekline getirerek size sunabilir. E-postalarınızda yanıtlar ve özetler hazırlayabilir. Tablolar da otomatik tamamlama, formül oluşturma orijinal verilerden özet çıkarma ve analizleme yapabilmektedir.➡️GPT-4, 25.000'den fazla metin kelimesini işleme kapasitesine sahip olması ile dikkat çekmektedir. Uzun içerikler oluşturma, gelişmiş konuşma metinleri, belge arama ve analizi gibi kullanım durumlarına izin verir.➡️GPT-4'ün büyük ölçülerde metinleri işlemesi ile genişletilmiş konuşmalar, yapay zeka entegreli robotların müşteri sorunlarına daha ayrıntılı ve anlayışlı yanıtlar sağlayabildiği müşteri hizmetleri süreçleri elde edilebilir. Belge arama ve analiz etme gibi durumların gerektiği finans, hukuk ve sağlık hizmetleri gibi sektörler için de önemli bir araç olacaktır.#chatgpt#digital#yapayzeka",0.0,0.0,0,0,0
